ФИО,Приказ,E-mail,Телефон,"Форма обучения","Баллы ЕГЭ",Статус,Курс
"Никитин Онисим Агафонович","от 23.1.2017 № 2701-к",giaschyefouzh@list.ru,9143172956,бюджет,246,Зачислен,1
"Михеева Ольга Ивановна","от 16.9.2017 № 2500-к",doukyefaes@umr.ru,9214822898,бюджет,220,Переведён,4
"Зайцева Акулина Антониновна","от 27.10.2016 № 2500-к",ljichjezyo@sexnarod.ru,9140048844,бюджет,232,Зачислен,1
"Медведева Людмила Ивановна","от 3.9.2017 № 2500-к",ciaxiuzo@mnogo.ru,9049804095,бюджет,245,Переведён,2
"Соколов Богдан Геннадьевич","от 28.10.2016 № 2501-к",kyalyuso@newmail.ru,9858775689,бюджет,244,Переведён,3
"Гурьев Арсений Юлианович","от 22.5.2016 № 2701-к",schyezjuj@newmail.ru,9104059879,бюджет,187,Переведён,3
"Лукин Пантелеймон Парфеньевич","от 9.2.2016 № 2701-к",jjereechye@langoo.com,9688479594,бюджет,174,Выпустился,5
"Князев Всеволод Лукьянович","от 25.3.2016 № 2701-к",sjeluzyu@infobiz.com,9135363666,бюджет,235,Переведён,3
"Горбунова Екатерина Романовна","от 3.8.2017 № 2501-к",njazinaesh@netbox.com,9372244928,бюджет,229,Переведён,4
"Ефремова Марина Георгьевна","от 25.11.2017 № 2538-к",schjasou@yahoo.com,9502894817,внебюджет,207,Выпустился,5
"Константинов Анатолий Борисович","от 14.6.2017 № 2500-к",diquji@email.ru,9141970912,бюджет,249,Зачислен,1
"Самойлов Сергей Ильяович","от 10.9.2016 № 2538-к",kyagyiv@newmail.ru,9280372065,внебюджет,221,Отчислен,3
"Князева Анжелика Кондратовна","от 5.2.2017 № 2701-к",ceethjavyu@softhome.com,9198037982,бюджет,242,Переведён,4
"Сергеева Марина Семёновна","от 17.10.2017 № 2500-к",sizhoog@narod.ru,9162535144,внебюджет,156,Выпустился,5
"Иванова Наина Георгьевна","от 15.8.2017 № 2500-к",dythazev@inbox.ru,9208520260,бюджет,234,Отчислен,4
"Шестакова Алевтина Тихоновна","от 29.11.2016 № 2701-к",tykjugya@aol.com,9222226497,бюджет,180,Переведён,2
"Тимофеев Василий Олегович","от 12.9.2017 № 2500-к",pyathu@visto.com,9195856545,бюджет,184,Переведён,4
"Семёнов Авдей Геласьевич","от 30.4.2017 № 2501-к",shyoqua@inbox.ru,9263822842,бюджет,184,Выпустился,5
"Ларионов Святослав Ефимович","от 30.6.2017 № 2500-к",sootoutia@nettaxi.com,9114986926,бюджет,161,Переведён,3
"Абрамов Арсений Протасьевич","от 30.7.2017 № 2701-к",vaecheex@yahoo.com,9296252944,внебюджет,194,Переведён,4
"Константинова Ольга Викторовна","от 1.12.2016 № 2501-к",ziuquub@narod.ru,9679133706,бюджет,207,Выпустился,5
"Кузьмина Ия Витальевна","от 13.10.2016 № 2500-к",shaemyar@netman.ru,9133004098,внебюджет,237,Отчислен,4
"Лобанова Валентина Геннадьевна","от 22.8.2016 № 2501-к",shjojehook@newmail.ru,9377113426,внебюджет,238,Отчислен,3
"Беляева Валентина Лукьяновна","от 8.4.2017 № 2501-к",quyxuthjal@google.com,9087841024,бюджет,225,Отчислен,4
"Бурова Варвара Федотовна","от 24.9.2017 № 2500-к",bjozhya@newmail.ru,9108488295,внебюджет,199,Зачислен,1
"Белоусов Авдей Эдуардович","от 22.10.2017 № 2538-к",riopju@nextmail.ru,9269236349,внебюджет,202,Зачислен,1
"Титов Лаврентий Ильяович","от 14.5.2017 № 2701-к",chjudyhju@inbox.ru,9098633893,бюджет,201,Отчислен,3
"Гордеев Никита Яковович","от 25.4.2017 № 2538-к",tyogaex@adelite.com,9123991601,внебюджет,177,Зачислен,1
"Лазарев Аркадий Степанович","от 19.9.2016 № 2501-к",tyvoonye@rambler.ru,9634469759,бюджет,231,Выпустился,5
"Зимин Ярослав Гордеевич","от 26.4.2017 № 2501-к",thiudyopja@narod.ru,9833560519,внебюджет,198,Зачислен,1
"Суворов Митрофан Олегович","от 9.8.2016 № 2701-к",zochyoschi@aol.com,9216849073,внебюджет,231,Переведён,3
"Молчанов Михаил Христофорович","от 14.4.2016 № 2501-к",zjiviquov@usa.net,9111535271,бюджет,215,Отчислен,2
"Матвиенко Полина Павловна","от 2.6.2016 № 2701-к",ciequi@mail.ru,9501049329,бюджет,189,Зачислен,1
"Ширяев Павел Антонович","от 24.2.2017 № 2501-к",piodia@yahoo.com,9610233773,внебюджет,189,Переведён,2
"Блохина Раиса Валентиновна","от 5.5.2017 № 2500-к",dooschiet@orc.ru,9886204506,бюджет,167,Переведён,4
"Самойлов Георгий Митрофанович","от 9.12.2016 № 2501-к",daezh@inbox.ru,9128922880,внебюджет,153,Выпустился,5
"Корнилов Лукий Денисович","от 6.1.2016 № 2701-к",syun@max.ru,9168080417,внебюджет,160,Выпустился,5
"Коновалов Германн Викторович","от 25.7.2016 № 2538-к",zhysyi@umr.ru,9210965933,бюджет,188,Выпустился,5
"Марков Николай Протасьевич","от 6.11.2016 № 2500-к",quysjigae@netbox.com,9227749165,бюджет,207,Отчислен,4
"Пономарёв Богдан Пётрович","от 28.9.2017 № 2501-к",xyan@hob.ru,9003079763,внебюджет,207,Отчислен,2
"Дроздова Венера Куприяновна","от 17.7.2016 № 2701-к",thiek_1994@google.com,9190007057,внебюджет,214,Переведён,3
"Антонов Илья Гордеевич","от 6.2.2017 № 2501-к",peexyiquje@umr.ru,9892112884,внебюджет,196,Переведён,3
"Журавлёв Игорь Онисимович","от 4.4.2016 № 2500-к",zjumjekjo@list.ru,9377106607,внебюджет,174,Зачислен,1
"Белоусова Анжела Богдановна","от 21.7.2017 № 2538-к",schjiquyush@nettaxi.com,9175516673,бюджет,249,Зачислен,1
"Мельникова Агафья Иринеевна","от 3.2.2016 № 2501-к",xjeciujee@email.ru,9237108644,бюджет,215,Зачислен,1
"Сафонов Семён Богданович","от 7.9.2017 № 2701-к",hym@netaddress.com,9634037279,внебюджет,165,Переведён,4
"Осипов Игнатий Эдуардович","от 19.5.2016 № 2538-к",dopou@exn.ru,9122953455,внебюджет,189,Переведён,2
"Зимина Анжела Лаврентьевна","от 15.4.2017 № 2701-к",xichiob@visto.com,9653422866,бюджет,159,Переведён,2
"Фокина Тамара Данииловна","от 2.11.2017 № 2538-к",gyuties@rambler.ru,9275129449,внебюджет,232,Переведён,3
"Молчанов Виталий Эдуардович","от 13.6.2017 № 2701-к",nyuvyepaesch@netbox.com,9024047267,бюджет,160,Отчислен,4
"Емельянова Екатерина Эдуардовна","от 26.8.2017 № 2501-к",sjichjogyi@hotbox.ru,9143312989,бюджет,236,Выпустился,5
"Семёнов Александр Мстиславович","от 1.12.2016 № 2500-к",biaqujumaef@usa.net,9524591708,бюджет,219,Зачислен,1
"Третьяков Ефим Дамирович","от 30.5.2017 № 2538-к",schjum@rin.ru,9851925796,внебюджет,203,Зачислен,1
"Герасимов Яков Евсеевич","от 1.8.2017 № 2701-к",schjic@rin.ru,9058198138,бюджет,240,Переведён,3
"Денисова Раиса Еремеевна","от 19.8.2016 № 2501-к",zaedur@nextmail.ru,9040010704,внебюджет,172,Отчислен,2
"Самсонов Христофор Гордеевич","от 9.5.2016 № 2538-к",peeschouzje@smtp.ru,9236093262,внебюджет,165,Зачислен,1
"Богданова Клавдия Андреевна","от 2.11.2017 № 2538-к",jjorouth@xaker.ru,9682633463,внебюджет,222,Отчислен,2
"Попов Станислав Богданович","от 27.12.2017 № 2538-к",qujep@adelite.com,9205828386,внебюджет,235,Переведён,3
"Моисеев Протасий Константинович","от 23.8.2016 № 2501-к",quusoushiezh@mail.ru,9299921216,внебюджет,220,Выпустился,5
"Попов Владислав Аркадьевич","от 3.4.2016 № 2538-к",chyuc@softhome.com,9619804577,внебюджет,164,Отчислен,2
"Меркушева Валерия Вячеславовна","от 29.8.2017 № 2701-к",thjedu@visto.com,9040152184,внебюджет,183,Выпустился,5
"Фомичёва Екатерина Романовна","от 12.2.2016 № 2701-к",miukeesee@yahoo.com,9096196711,внебюджет,156,Зачислен,1
"Моисеев Вячеслав Ефимович","от 13.2.2016 № 2501-к",schiod@usa.net,9242073108,внебюджет,235,Переведён,2
"Иванов Матвей Егорович","от 17.5.2017 № 2500-к",feequ@netbox.com,9383046041,бюджет,242,Зачислен,1
"Мухина Елена Созоновна","от 19.10.2017 № 2701-к",huro@nextmail.ru,9188221095,внебюджет,163,Отчислен,3
"Силина Анна Ростиславовна","от 6.4.2016 № 2500-к",fjelyfji@adelite.com,9227471839,бюджет,209,Переведён,2
"Денисова Евфросиния Павловна","от 2.8.2016 № 2538-к",fjilye@rol.ru,9873072695,внебюджет,242,Зачислен,1
"Абрамова Зинаида Христофоровна","от 12.5.2017 № 2701-к",cyaschje@exn.ru,9110895827,внебюджет,152,Выпустился,5
"Кабанов Максим Русланович","от 25.11.2017 № 2500-к",shjisjov@rol.ru,9523400576,внебюджет,198,Отчислен,4
"Соболев Мстислав Григорьевич","от 16.4.2016 № 2500-к",pjopu@adelite.com,9534201872,бюджет,224,Отчислен,3
"Денисов Мартын Еремеевич","от 6.4.2017 № 2501-к",dyibudjec@netaddress.com,9208747413,бюджет,205,Отчислен,3
"Муравьёв Игнатий Матвеевич","от 15.5.2017 № 2501-к",kyethusyo@nettaxi.com,9659519964,внебюджет,204,Переведён,3
"Рыбакова Оксана Витальевна","от 1.10.2016 № 2538-к",quiezya@rumail.ru,9288375678,бюджет,243,Переведён,2
"Селиверстова Олимпиада Алексеевна","от 1.10.2017 № 2501-к",beepathjav@rambler.ru,9244129888,внебюджет,221,Переведён,3
"Кудряшов Михаил Валерьянович","от 8.4.2016 № 2538-к",gyichiasch@visto.com,9297703816,внебюджет,205,Отчислен,4
"Егоров Макар Всеволодович","от 11.11.2017 № 2500-к",kjanjucieg@netbox.com,9184418999,бюджет,155,Отчислен,3
"Виноградова Евдокия Евсеевна","от 9.10.2017 № 2501-к",shyidiak@softhome.com,9275568030,бюджет,227,Переведён,2
"Беляев Геннадий Матвеевич","от 26.12.2016 № 2701-к",mesyic@google.com,9534793553,бюджет,234,Отчислен,2
"Лебедева Маргарита Дмитрьевна","от 10.3.2016 № 2501-к",xjequjilyo@mnogo.ru,9886399911,бюджет,209,Переведён,3
"Бирюков Альвиан Викторович","от 18.11.2016 № 2500-к",chyoch@usa.net,9237148944,внебюджет,198,Выпустился,5
"Данилов Онисим Агафонович","от 29.10.2016 № 2701-к",thyudiejje@nettaxi.com,9223423408,бюджет,196,Переведён,2
"Кулаков Богдан Протасьевич","от 1.6.2017 № 2500-к",schanyoth@netaddress.com,9833629933,бюджет,170,Переведён,2
"Фомина Венера Анатольевна","от 25.6.2017 № 2500-к",coofeevoo@netman.ru,9174197926,внебюджет,245,Выпустился,5
"Калашников Христофор Денисович","от 2.9.2016 № 2538-к",ciej@aol.com,9532221245,бюджет,171,Переведён,4
"Филатова Татьяна Варламовна","от 7.8.2016 № 2501-к",hip_1987@land.ru,9530392724,бюджет,218,Выпустился,5
"Колобов Денис Павлович","от 3.10.2017 № 2501-к",hyaceemou@softhome.com,9635754482,внебюджет,240,Отчислен,3
"Осипов Константин Богданович","от 2.11.2016 № 2538-к",myukyigo@umr.ru,9005661206,внебюджет,239,Зачислен,1
"Владимиров Онисим Ростиславович","от 14.9.2016 № 2538-к",ryitja_1994@pop3.ru,9272331612,внебюджет,239,Переведён,3
"Блинов Ростислав Алексеевич","от 12.1.2017 № 2538-к",moofeepje@xaker.ru,9372358442,бюджет,155,Выпустился,5
"Шарапов Еремей Кимович","от 29.5.2017 № 2701-к",jytyl@yahoo.com,9242272715,внебюджет,250,Зачислен,1
"Беляев Федосей Дамирович","от 14.9.2017 № 2538-к",quyateev@sexnarod.ru,9244167064,внебюджет,208,Зачислен,1
"Баранов Дамир Фролович","от 16.4.2016 № 2538-к",xeefie@pop3.ru,9066884458,бюджет,246,Выпустился,5
"Сысоева Алевтина Фроловна","от 3.12.2016 № 2501-к",sjaloth@yahoo.com,9161134575,бюджет,179,Переведён,4
"Кузнецов Денис Фёдорович","от 12.7.2016 № 2538-к",guschyuqu@email.ru,9875590981,внебюджет,186,Отчислен,4
"Быкова Тамара Владимировна","от 13.2.2017 № 2501-к",hevyesch@hotbox.ru,9874808458,внебюджет,219,Зачислен,1
"Ларионова Ольга Юлиановна","от 12.1.2017 № 2501-к",xouhousyi@umr.ru,9228823444,бюджет,150,Отчислен,3
"Крюков Владлен Николаевич","от 5.3.2016 № 2500-к",maefies@adelite.com,9533256717,внебюджет,214,Выпустился,5
"Бобылёва Олимпиада Константиновна","от 9.11.2016 № 2501-к",meemygyo@adelite.com,9237699088,внебюджет,208,Выпустился,5
"Федосеев Игорь Дмитрьевич","от 2.11.2017 № 2500-к",gjosee@xaker.ru,9501936492,внебюджет,184,Выпустился,5
"Дементьев Валерий Аркадьевич","от 26.6.2016 № 2701-к",sjubjesch@smtp.ru,9537306546,бюджет,250,Переведён,4
"Антонов Дамир Альвианович","от 28.7.2016 № 2538-к",xishjudjij@rol.ru,9116531173,бюджет,194,Зачислен,1
"Игнатов Михаил Пантелеймонович","от 24.4.2017 № 2701-к",kulethya@softhome.com,9531047614,бюджет,198,Зачислен,1
"Евдокимов Илья Романович","от 23.10.2016 № 2501-к",deejjis@nettaxi.com,9241813443,внебюджет,160,Отчислен,2
"Наумов Кондрат Евсеевич","от 3.8.2017 № 2701-к",liaquiod@umr.ru,9276766943,внебюджет,165,Зачислен,1
"Зуева Иванна Степановна","от 13.11.2016 № 2501-к",suhaethya@adelite.com,9288002198,бюджет,202,Зачислен,1
"Владимиров Ростислав Брониславович","от 22.6.2017 № 2701-к",nouthuj@nihuja.net,9600243816,бюджет,168,Переведён,2
"Пахомов Владислав Ростиславович","от 1.12.2016 № 2538-к",gyaquy@orc.ru,9635340564,бюджет,205,Отчислен,4
"Маслов Альвиан Аристархович","от 3.6.2017 № 2501-к",tekupju@newmail.ru,9223352082,внебюджет,247,Переведён,3
"Силина Елизавета Степановна","от 12.5.2016 № 2500-к",byigyiquiu@pop3.ru,9954159116,внебюджет,249,Отчислен,4
"Тихонов Улеб Демьянович","от 6.7.2016 № 2538-к",kigjuvye@list.ru,9081952578,бюджет,189,Переведён,2
"Шилова Лидия Альбертовна","от 16.11.2017 № 2701-к",zhes@aol.com,9644502545,внебюджет,207,Выпустился,5
"Кулагин Федот Фёдорович","от 16.9.2017 № 2500-к",syoj@yahoo.com,9191488820,внебюджет,211,Отчислен,2
"Маслов Виктор Лукьянович","от 14.6.2016 № 2538-к",nulees@mnogo.ru,9223609650,бюджет,221,Зачислен,1
"Григорьева Евдокия Германновна","от 7.3.2017 № 2701-к",cjuzihie@netaddress.com,9286913642,бюджет,235,Зачислен,1
"Прохоров Владислав Кондратович","от 19.12.2016 № 2538-к",quinjushja@yahoo.com,9066361327,внебюджет,179,Переведён,4
"Михеева Октябрина Денисовна","от 16.11.2017 № 2500-к",fykyan@hotbox.com,9891318635,бюджет,244,Отчислен,4
"Кулакова Акулина Авдеевна","от 20.1.2016 № 2701-к",djudyario@softhome.com,9002360447,внебюджет,240,Отчислен,4
"Копылова Юлия Игоревна","от 22.12.2017 № 2538-к",theschaem@newmail.ru,9659097012,бюджет,170,Зачислен,1
"Юдина Феврония Мэлоровна","от 12.11.2016 № 2538-к",nejjaschae@langoo.com,9881525471,внебюджет,219,Переведён,2
"Панфилов Мэлс Макарович","от 10.3.2017 № 2701-к",heeshjac@hotbox.ru,9033628950,внебюджет,172,Зачислен,1
"Стрелкова Тамара Степановна","от 20.9.2017 № 2501-к",siugaet@mail.ru,9375818368,бюджет,205,Выпустился,5
"Смирнова Алла Руслановна","от 22.8.2017 № 2501-к",jepiu@nextmail.ru,9190898763,внебюджет,154,Отчислен,3
"Рожков Авксентий Гордеевич","от 20.2.2017 № 2501-к",jisi@land.ru,9149221421,бюджет,213,Зачислен,1
"Панфилов Григорий Ильяович","от 5.8.2017 № 2501-к",dolu@list.ru,9648822586,бюджет,188,Зачислен,1
"Беспалова Оксана Антониновна","от 16.3.2016 № 2538-к",djameequy@netbox.com,9882148202,бюджет,211,Зачислен,1
"Горбунов Онисим Евгеньевич","от 18.12.2016 № 2701-к",jioch@inbox.ru,9649040888,внебюджет,186,Зачислен,1
"Князев Валерьян Еремеевич","от 10.6.2017 № 2500-к",nyakiojyo@usa.net,9149087919,внебюджет,208,Отчислен,2
"Самсонова Валентина Фроловна","от 22.3.2017 № 2500-к",vaschju@orc.ru,9525303155,бюджет,244,Переведён,2
"Родионов Ким Геннадьевич","от 28.3.2017 № 2501-к",riacji@exn.ru,9181220380,внебюджет,170,Зачислен,1
"Макарова Любовь Артёмовна","от 9.4.2017 № 2501-к",hioriej@hotbox.com,9851243571,бюджет,150,Отчислен,4
"Зиновьева Зоя Кондратовна","от 19.8.2016 № 2500-к",goboo@list.ru,9875314342,внебюджет,199,Переведён,4
"Моисеева Ирина Лукьевна","от 3.12.2016 № 2538-к",schuxechou@nextmail.ru,9283900164,бюджет,222,Переведён,3
"Маслова Василиса Алексеевна","от 27.9.2017 № 2538-к",gonyihiak@pop3.ru,9129148428,внебюджет,213,Зачислен,1
"Устинов Геннадий Олегович","от 19.9.2016 № 2500-к",thjuziejou@nettaxi.com,9257082119,внебюджет,190,Переведён,3
"Большаков Антонин Агафонович","от 17.4.2017 № 2538-к",guzhio@nextmail.ru,9817237777,внебюджет,224,Переведён,3
"Панов Федосей Фёдорович","от 27.1.2016 № 2500-к",gumiusaez@newmail.ru,9033413391,внебюджет,222,Выпустился,5
"Буров Мстислав Евгеньевич","от 26.6.2016 № 2701-к",shiofju@pop3.ru,9674109284,бюджет,247,Выпустился,5
"Маслов Игорь Кимович","от 2.8.2017 № 2701-к",niosae_1985@exn.ru,9143343849,внебюджет,179,Зачислен,1
"Суханова Евпраксия Владиславовна","от 4.11.2016 № 2538-к",cyeci@sexnarod.ru,9086653747,внебюджет,156,Зачислен,1
"Нестерова Маргарита Иринеевна","от 18.8.2016 № 2501-к",zhevjiryi@sexnarod.ru,9136905600,внебюджет,229,Зачислен,1
"Шарапова Агата Олеговна","от 12.1.2017 № 2538-к",syuzjax@xaker.ru,9052919499,внебюджет,247,Зачислен,1
"Колесников Геннадий Христофорович","от 10.9.2016 № 2500-к",myizhyusia@sexnarod.ru,9892833016,внебюджет,233,Зачислен,1
"Сергеева Алевтина Авксентьевна","от 26.3.2017 № 2538-к",rjipysio@chat.ru,9105583858,бюджет,248,Отчислен,3
"Семёнов Никита Митрофанович","от 3.5.2016 № 2501-к",cjefix@langoo.com,9170866300,внебюджет,190,Отчислен,2
"Устинова Евфросиния Артёмовна","от 21.10.2016 № 2500-к",schaegjenya@rol.ru,9268682892,бюджет,227,Отчислен,2
"Щукин Геласий Андреевич","от 25.9.2017 № 2500-к",foohe@nettaxi.com,9068137045,внебюджет,225,Зачислен,1
"Артемьев Борис Филатович","от 8.6.2016 № 2500-к",haexouz@rambler.ru,9033120012,бюджет,196,Зачислен,1
"Лазарев Федот Мартынович","от 26.5.2016 № 2701-к",zhaesh@inbox.ru,9213174896,внебюджет,167,Выпустился,5
"Зиновьева Марфа Ростиславовна","от 7.1.2017 № 2500-к",gyom@inbox.ru,9122749970,внебюджет,177,Переведён,2
"Козлов Филат Алексеевич","от 7.4.2017 № 2538-к",xyqu@chat.ru,9046272582,внебюджет,174,Отчислен,2
"Ермаков Макар Альвианович","от 23.10.2016 № 2701-к",nial@land.ru,9375365631,внебюджет,174,Переведён,2
"Антонова Елизавета Никитевна","от 4.10.2016 № 2501-к",ryaf@usa.net,9247343703,внебюджет,173,Отчислен,3
"Журавлёва Жанна Онисимовна","от 11.4.2017 № 2501-к",resou@aol.com,9281934953,внебюджет,222,Выпустился,5
"Матвеева Лукия Константиновна","от 18.4.2017 № 2538-к",son@mail.ru,9115104351,бюджет,247,Отчислен,3
"Тетерина Алина Олеговна","от 29.6.2017 № 2701-к",piekaek@yandex.ru,9652655406,бюджет,202,Отчислен,3
"Комаров Святослав Георгьевич","от 22.12.2017 № 2500-к",fyischye@hob.ru,9617763393,бюджет,214,Отчислен,3
"Соболев Георгий Фёдорович","от 2.9.2017 № 2538-к",fyshae@umr.ru,9146878226,бюджет,156,Зачислен,1
"Гусев Мэлс Серапионович","от 21.2.2016 № 2701-к",zeciakjesh@newmail.ru,9134397037,бюджет,250,Переведён,3
"Мамонтов Василий Антонович","от 15.1.2017 № 2538-к",jyepie@nettaxi.com,9253048538,бюджет,223,Выпустился,5
"Дроздов Всеволод Александрович","от 3.2.2016 № 2500-к",kjanio@nettaxi.com,9502138956,внебюджет,230,Переведён,3
"Носкова Зинаида Созоновна","от 10.3.2017 № 2538-к",zhiothia@infobiz.com,9129970531,внебюджет,170,Переведён,4
"Артемьев Анатолий Павлович","от 26.4.2017 № 2538-к",thiaxugiuch@adelite.com,9245167482,бюджет,209,Отчислен,4
"Быков Илья Вадимович","от 5.10.2017 № 2500-к",saeza@list.ru,9618250247,бюджет,229,Выпустился,5
"Королёва Мария Донатовна","от 1.5.2016 № 2538-к",zhjexoz@nettaxi.com,9824369479,внебюджет,234,Зачислен,1
"Кононов Фрол Еремеевич","от 19.3.2016 № 2500-к",fyelio@nettaxi.com,9287662283,внебюджет,180,Зачислен,1
"Архипова Ангелина Глебовна","от 6.5.2017 № 2501-к",hjozhoo@list.ru,9086407239,внебюджет,215,Выпустился,5
"Бирюкова Марина Ивановна","от 27.7.2017 № 2501-к",thyedionjer@rumail.ru,9233004097,внебюджет,176,Переведён,3
"Кулакова Феврония Серапионовна","от 20.8.2017 № 2701-к",hyobjupiu@smtp.ru,9834179981,бюджет,215,Зачислен,1
"Жданова Иванна Дамировна","от 5.11.2017 № 2500-к",viape@yandex.ru,9381258874,внебюджет,229,Выпустился,5
"Харитонов Лукьян Сергеевич","от 20.12.2016 № 2538-к",ryapja@nextmail.ru,9851142751,бюджет,196,Отчислен,3
"Артемьева Элеонора Брониславовна","от 27.6.2017 № 2701-к",maf@rin.ru,9107145861,бюджет,189,Отчислен,4
"Игнатьева Екатерина Мстиславовна","от 29.6.2017 № 2501-к",richiuf@netman.ru,9370708862,внебюджет,196,Отчислен,2
"Моисеев Всеволод Даниилович","от 11.12.2017 № 2701-к",shaepouc@umr.ru,9333327411,внебюджет,184,Зачислен,1
"Евсеев Максим Демьянович","от 9.5.2017 № 2701-к",codeeh@netbox.com,9829926213,бюджет,204,Переведён,2
"Максимов Бронислав Глебович","от 22.7.2016 № 2538-к",cischjifyn@infobiz.com,9260516386,бюджет,186,Выпустился,5
"Зиновьева Акулина Дмитрьевна","от 23.12.2016 № 2501-к",thiutejoub@rambler.ru,9871597331,внебюджет,216,Переведён,2
"Андреев Пётр Николаевич","от 19.1.2016 № 2500-к",teeth@rol.ru,9652203412,внебюджет,207,Выпустился,5
"Ильин Виталий Антонинович","от 19.9.2016 № 2701-к",noujomjok@pop3.ru,9211343827,внебюджет,240,Переведён,2
"Селиверстова Евгения Геласьевна","от 27.5.2016 № 2501-к",cyanyaz@rol.ru,9215060093,бюджет,174,Выпустился,5
"Денисов Мстислав Анатольевич","от 6.11.2016 № 2501-к",byshi@hotbox.ru,9510940208,внебюджет,206,Зачислен,1
"Давыдов Вадим Ильяович","от 18.5.2016 № 2538-к",cuthieshaed@exn.ru,9518119144,бюджет,164,Выпустился,5
"Шилова Глафира Мэлоровна","от 8.1.2017 № 2500-к",shekaem@hotbox.ru,9639970316,внебюджет,165,Зачислен,1
"Николаев Ириней Владленович","от 16.8.2017 № 2701-к",suxyadjo@softhome.com,9688144722,внебюджет,219,Выпустился,5
"Кулагин Бронислав Альвианович","от 16.5.2017 № 2701-к",toucia@yandex.ru,9814216583,бюджет,170,Зачислен,1
"Богданов Мартын Максимович","от 11.4.2016 № 2501-к",chjogjobiuk@smtp.ru,9037517265,внебюджет,241,Переведён,2
"Панов Бронислав Митрофанович","от 12.4.2016 № 2501-к",xjod@umr.ru,9854674082,внебюджет,219,Зачислен,1
"Белозёров Даниил Ильяович","от 1.4.2016 № 2501-к",chjeciusuf@yahoo.com,9135781807,бюджет,218,Выпустился,5
"Кошелев Мартын Андреевич","от 26.12.2017 № 2500-к",sjoqujoquee@rol.ru,9621614872,внебюджет,205,Переведён,2
"Зиновьев Куприян Васильевич","от 6.5.2017 № 2701-к",quathou@nettaxi.com,9153241710,внебюджет,163,Переведён,4
"Голубева Виктория Алексеевна","от 5.5.2016 № 2538-к",viechiequ@hob.ru,9097668459,бюджет,196,Зачислен,1
"Борисов Антон Лукьянович","от 5.4.2017 № 2538-к",moocou@hotbox.com,9375141474,внебюджет,182,Отчислен,2
"Филатова Анжела Пантелеймоновна","от 11.10.2017 № 2500-к",lyac@inbox.ru,9636598020,внебюджет,157,Отчислен,2
"Власова Нинель Еремеевна","от 30.8.2016 № 2500-к",reenah@visto.com,9040854057,внебюджет,160,Выпустился,5
"Игнатов Юрий Авдеевич","от 25.5.2017 № 2701-к",dyanja_1991@hotbox.com,9241963617,внебюджет,201,Отчислен,2
"Шарова Анастасия Семёновна","от 17.1.2016 № 2538-к",zhex@nettaxi.com,9057934416,внебюджет,202,Переведён,3
"Родионов Аркадий Германнович","от 11.12.2016 № 2501-к",vyaqujotye@hob.ru,9295668592,бюджет,231,Выпустился,5
"Михайлова Феврония Авдеевна","от 10.3.2017 № 2538-к",shoscheeb@adelite.com,9533255023,внебюджет,192,Отчислен,3
"Костина Акулина Семёновна","от 13.12.2016 № 2538-к",zhyejyschiu@chat.ru,9641241355,бюджет,236,Зачислен,1
"Молчанов Лукьян Лаврентьевич","от 16.7.2017 № 2538-к",cyuf@mail.ru,9823446248,бюджет,213,Выпустился,5
"Лыткин Пантелеймон Мэлсович","от 23.11.2017 № 2538-к",vyezyesjoz@rin.ru,9832809269,бюджет,196,Переведён,4
"Волкова Акулина Вадимовна","от 25.1.2016 № 2701-к",xjajir@newmail.ru,9817426023,внебюджет,184,Выпустился,5
"Прохоров Ким Витальевич","от 6.11.2017 № 2538-к",fyap@mail.ru,9141034724,бюджет,184,Выпустился,5
"Тихонова Евгения Лаврентьевна","от 21.10.2017 № 2538-к",toshiumya@max.ru,9051572312,внебюджет,225,Зачислен,1
"Рожков Онисим Кондратович","от 25.1.2017 № 2701-к",thaevjegaep@yahoo.com,9535196955,внебюджет,220,Переведён,3
"Русаков Германн Лукьянович","от 13.7.2017 № 2500-к",ljikounyp@xaker.ru,9686100219,внебюджет,245,Зачислен,1
"Дементьева Анжелика Аристарховна","от 26.10.2016 № 2500-к",chusho_2002@mnogo.ru,9244218821,бюджет,184,Зачислен,1
"Макарова Екатерина Кимовна","от 28.4.2017 № 2501-к",gyaschjumae@google.com,9140738736,бюджет,190,Переведён,2
"Баранов Макар Куприянович","от 26.12.2017 № 2538-к",gjoxyij@adelite.com,9140035804,внебюджет,159,Отчислен,2
"Силин Аристарх Германович","от 27.4.2017 № 2701-к",kyakjaf@lycos.com,9275196220,бюджет,248,Зачислен,1
"Хохлов Андрей Вадимович","от 11.3.2016 № 2701-к",kiejjozi@email.ru,9033178893,внебюджет,180,Отчислен,2
"Сидоров Бронислав Валерьянович","от 26.9.2016 № 2501-к",ceezun_1995@aol.com,9504625192,бюджет,164,Выпустился,5
"Панова Ия Якововна","от 28.12.2016 № 2701-к",mjonae@orc.ru,9086456667,внебюджет,177,Переведён,3
"Владимиров Георгий Антонович","от 16.10.2017 № 2501-к",njudia_2001@land.ru,9220376524,внебюджет,167,Выпустился,5
"Веселов Богдан Юрьевич","от 14.10.2016 № 2501-к",djibouceez@list.ru,9251015786,бюджет,176,Отчислен,2
"Князев Агафон Лукьевич","от 27.10.2017 № 2501-к",ciexus@exn.ru,9295596373,бюджет,175,Переведён,3
